t;AMPAR;AMPAR_bulk;AMPAR_P831;AMPAR_P845;AMPAR_P845_P831;Anchor;J__01_AMPAR_Transport;J__02_AMPAR_Phospho845;J__03_AMPAR_P845_Dephospho;J__04_AMPAR_P831_Phospho845;J__05_AMPAR_P831_P45_Dephospho;J__06_AMPAR_P845_int;J__07_AMPAR_P845_P831_int;J__08_mAMPAR_P845_Phospho831;J__09_mAMPAR_P845_P831_Dephospho831;J__10_mAMPAR_Phospho845;J__11_mAMPAR_P845_Dephospho845;J__12_mAMPAR_sep;J__13_mAMPAR_P845_P831_Dephospho845;J__14_mAMPAR_Phospho831;J__15_mAMPAR_P831_Dephospho831;J__16_mAMPAR_P831_Phospho845;J__17_mAMPAR_P831_sep;mAMPAR;mAMPAR_P831;mAMPAR_p845;mAMPAR_p845_p831;PKA;PP1
42.0;3.5636593794306417E-6;1.9998E-4;1.7796502668922815E-9;4.3223716561635267E-8;1.0576087371567935E-10;733.4142428642957;3.5980620569357926E-8;1.0559255253071096E-7;6.971566215305681E-8;5.273174924309998E-11;1.7058205432193149E-10;1.2926430015911756E-6;-4.4395840338841395E-9;5.7864428810711386E-8;3.5173736965663776E-9;3.9260006967937744E-9;1.7089333608277076E-7;1.4221158402034748E-9;3.5173736965663776E-9;3.9260006967937744E-9;3.302533969018213E-10;1.1182353445891225E-10;4.050585480858176E-11;3.555289600508687E-6;1.012646370214544E-7;5.240062795297342E-5;1.0785220893012641E-6;0.018519;0.24999999999999997
44.0;3.5639430270226147E-6;1.9998E-4;2.0271880885477917E-9;4.3401044130186436E-8;1.1610180606833295E-10;733.4142403011854;3.569697297738492E-8;1.0560095710634564E-7;7.000167428047567E-8;6.006639390643559E-11;1.872609774594359E-10;1.282671799123953E-6;-4.785013252547283E-9;6.021019230598076E-8;3.82514789375038E-9;4.290340640725494E-9;1.7782116307694227E-7;1.5540907595949806E-9;3.82514789375038E-9;4.290340640725494E-9;3.776508944693927E-10;1.2787228904860443E-10;4.6319197475331406E-11;3.885226898987451E-6;1.157979936883285E-7;5.4524895820383465E-5;1.1728940023610235E-6;0.018519;0.24999999999999997
46.0;3.564221950666331E-6;1.9998E-4;2.2938734394380214E-9;4.3575301315659174E-8;1.268774825155199E-10;733.4142377588223;3.5418049333668564E-8;1.0560922170976869E-7;7.028273417818795E-8;6.796838751834812E-11;2.046411007477277E-10;1.2728733430285807E-6;-5.135152857633486E-9;6.251532592149916E-8;4.141861345981243E-9;4.668023748531599E-9;1.8462899561441378E-7;1.69089897640266E-9;4.141861345981243E-9;4.668023748531599E-9;4.2903274381342197E-10;1.452701419625469E-10;5.262122422261938E-11;4.22724744100665E-6;1.3155306055654844E-7;5.661237031828988E-5;1.2700069340673646E-6;0.018519;0.24999999999999997
48.0;3.564496240389458E-6;1.9998E-4;2.5799826614902315E-9;4.374654689818073E-8;1.3808100186047378E-10;733.4142352368838;3.514375961054168E-8;1.0561734900853086E-7;7.055893665284042E-8;7.644591820042572E-11;2.2271129322414414E-10;1.2632443269874254E-6;-5.489304326570917E-9;6.478060738086935E-8;4.467117871430704E-9;5.058727648801965E-9;1.9131913061446644E-7;1.8324237180727815E-9;4.467117871430704E-9;5.058727648801965E-9;4.845035177843261E-10;1.6405250148742389E-10;5.94247609996568E-11;4.581059295181953E-6;1.48561902499142E-7;5.866375573026171E-5;1.3697394043879989E-6;0.018519;0.24999999999999997
50.0;3.5647659841709075E-6;1.9998E-4;2.8857551629270784E-9;4.3914838478927656E-8;1.4970542733102385E-10;733.4142327350517;3.48740158290921E-8;1.0562534160947771E-7;7.083037460954634E-8;8.550607971379463E-11;2.4146036654633545E-10;1.2537815104066154E-6;-5.846806746680231E-9;6.700679889037353E-8;4.800536046005103E-9;5.462136881728335E-9;1.9789381916680704E-7;1.9785507156424707E-9;4.800536046005103E-9;5.462136881728335E-9;5.441622013886329E-10;1.842528838708741E-10;6.674194840213465E-11;4.946376789106177E-6;1.6685487100533663E-7;6.0679742287941596E-5;1.4719744584102561E-6;0.018519;0.24999999999999997
52.0;3.5650312682300204E-6;1.9998E-4;3.2113954101286927E-9;4.408023251008956E-8;1.6174379488291315E-10;733.414230253013;3.460873176997928E-8;1.0563320206731791E-7;7.109713910021405E-8;9.51549304787892E-11;2.608770883847139E-10;1.2444817172476798E-6;-6.207035158519322E-9;6.919464746405913E-8;5.1417486620497906E-9;5.877942751179067E-9;2.0435526749172483E-7;2.129168150156547E-9;5.1417486620497906E-9;5.877942751179067E-9;6.081023832558901E-10;2.0590297815204782E-10;7.458426515580747E-11;5.3229203753913676E-6;1.8646066288951867E-7;6.266100646542791E-5;1.5765995003651228E-6;0.018519;0.24999999999999997
54.0;3.5652921771035886E-6;1.9998E-4;3.55707483143819E-9;4.424278432012527E-8;1.7418912103701307E-10;733.4142277904598;3.4347822896411025E-8;1.0564093288690573E-7;7.135931936428276E-8;1.0539754998547095E-10;2.8095019506312276E-10;1.2353418347241676E-6;-6.569398966700653E-9;7.134488524172661E-8;5.490402207034143E-9;6.305843180016052E-9;2.1070563787928258E-7;2.284166600258776E-9;5.490402207034143E-9;6.305843180016052E-9;6.764124409063926E-10;2.2903270889312337E-10;8.296255083974151E-11;5.71041650064694E-6;2.0740637709935375E-7;6.460821126722966E-5;1.6835061337778856E-6;0.018519;0.24999999999999997
56.0;3.5655487936659833E-6;1.9998E-4;3.9229336364488105E-9;4.4402548137096384E-8;1.8703441027149166E-10;733.4142253470885;3.4091206334016316E-8;1.0564853652383737E-7;7.161700286635733E-8;1.1623809269983434E-10;3.0166840348168856E-10;1.226358811973402E-6;-6.9333404156051346E-9;7.345822979983806E-8;5.846156361506986E-9;6.745542568600415E-9;2.16947049607598E-7;2.4434389909382154E-9;5.846156361506986E-9;6.745542568600415E-9;7.491757200151028E-10;2.5367029687793955E-10;9.188702787319057E-11;6.108597477345538E-6;2.2971756968297642E-7;6.652200650981088E-5;1.792590007527622E-6;0.018519;0.24999999999999997
58.0;3.565801199151308E-6;1.9998E-4;4.3090825542149135E-9;4.455957711139886E-8;2.002726619889859E-10;733.4142229226006;3.3838800848691575E-8;1.0565601538510721E-7;7.18702753328721E-8;1.2767983956769412E-10;3.2302042235419603E-10;1.217529658754828E-6;-7.29833312746132E-9;7.553538445546487E-8;6.208683515614269E-9;7.196751656419577E-9;2.2308157984056412E-7;2.6068805434062176E-9;6.208683515614269E-9;7.196751656419577E-9;8.264707078680826E-10;2.7984231784421547E-10;1.0136732279017802E-10;6.517201358515543E-6;2.5341830697544505E-7;6.840302909683147E-5;1.903750667598391E-6;0.018519;0.24999999999999997
60.0;3.5660494731837905E-6;1.9998E-4;4.7156044937079675E-9;4.471392333813597E-8;2.1389687707795547E-10;733.4142205167024;3.359052681620913E-8;1.0566337183000861E-7;7.211922078817636E-8;1.3972524721466083E-10;3.4499496279091735E-10;1.2088514441834165E-6;-7.66388070033817E-9;7.757703856343499E-8;6.577668303489157E-9;7.659187386764711E-9;2.2911126450548417E-7;2.7743887260783896E-9;6.577668303489157E-9;7.659187386764711E-9;9.083712012035337E-10;3.0757375931440304E-10;1.1141248682534582E-10;6.935971815195973E-6;2.7853121706336454E-7;7.025190328823031E-5;2.016891414310599E-6;0.018519;0.24999999999999997
62.0;3.5662937394694654E-6;1.9998E-4;5.142556129717617E-9;4.486563845880254E-8;2.2790006408909066E-10;733.4142181291044;3.334626053053427E-8;1.0567060952399387E-7;7.236392252499251E-8;1.5237599493702433E-10;3.675807482605601E-10;1.200321318213307E-6;-8.02951536392833E-9;7.958386784012283E-8;6.952807154986014E-9;8.132572774516068E-9;2.350380992493879E-7;2.9458632066823283E-9;6.952807154986014E-9;8.132572774516068E-9;9.949464686252553E-10;3.3688807558876154E-10;1.2203101583410516E-10;7.364658016705821E-6;3.050775395852629E-7;7.206924099343535E-5;2.131919164870485E-6;0.018519;0.24999999999999997
64.0;3.566534008307648E-6;1.9998E-4;5.589969417264455E-9;4.501477174661833E-8;2.422752450394177E-10;733.414215759522;3.3105991692351575E-8;1.0567772877223533E-7;7.260446001624505E-8;1.656330295744104E-10;3.9076652395172835E-10;1.1919364342398272E-6;-8.39479669014587E-9;8.155653458000622E-8;7.3338078637492006E-9;8.616636776651838E-9;2.4086404007865124E-7;3.1212058053519116E-9;7.3338078637492006E-9;8.616636776651838E-9;1.0862614077655835E-9;3.67807240960612E-10;1.3323086956880679E-10;7.80301451337978E-6;3.3307717392201694E-7;7.385564196746641E-5;2.248744320928315E-6;0.018519;0.24999999999999997
66.0;3.5667703570682656E-6;1.9998E-4;6.0578530374644995E-9;4.516137220419129E-8;2.5701546085963354E-10;733.4142134076754;3.2869642931734046E-8;1.0568473186723053E-7;7.284091229838739E-8;1.7949660835132437E-10;4.1454106555894604E-10;1.1836940300206786E-6;-8.759310356930223E-9;8.349568795319647E-8;7.720389171211852E-9;9.111114165526788E-9;2.46591004237755E-7;3.3003204487248913E-9;7.720389171211852E-9;9.111114165526788E-9;1.1823766973739528E-9;4.0035180121340874E-10;1.4501949033253336E-10;8.250801121812228E-6;3.6254872583133336E-7;7.561169408036562E-5;2.3672806410211383E-6;0.018519;0.24999999999999997
68.0;3.5670028700196223E-6;1.9998E-4;6.546193777682347E-9;4.530548805146539E-8;2.7211377650801764E-10;733.414211073289;3.263712998037734E-8;1.0569162130587835E-7;7.307335714551156E-8;1.9396633977164134E-10;4.3889318753090295E-10;1.1755914053023885E-6;-9.12266696312484E-9;8.54019642944934E-8;8.11228036603264E-9;9.615745405043222E-9;2.522208710630106E-7;3.4831131250881875E-9;8.11228036603264E-9;9.615745405043222E-9;1.2833489444971045E-9;4.345409234558461E-10;1.5740382103087818E-10;8.707782812720468E-6;3.9350955257719546E-7;7.733797357895316E-5;2.4874451177492622E-6;0.018519;0.24999999999999997
70.0;3.567231625018308E-6;1.9998E-4;7.054957848696248E-9;4.5447166518203345E-8;2.875632857638109E-10;733.4142087560914;3.240837498169169E-8;1.0569839939509632E-7;7.330187073464304E-8;2.0904122264673543E-10;4.638117508017103E-10;1.1676259116532116E-6;-9.484500892393788E-9;8.727598737235102E-8;8.50922089834833E-9;1.0130276529570263E-8;2.5775548277695497E-7;3.669491840518709E-9;8.50922089834833E-9;1.0130276529570263E-8;1.389230826914611E-9;4.703924443504175E-10;1.7039032264178396E-10;9.173729601296772E-6;4.259758066044599E-7;7.903504533039095E-5;2.609157859495652E-6;0.018519;0.24999999999999997
72.0;3.5674566944825606E-6;1.9998E-4;7.584092141488989E-9;4.5586453844260295E-8;3.033571157144721E-10;733.414206455816;3.218330551743907E-8;1.057050682806618E-7;7.352652764618222E-8;2.2471968333469675E-10;4.89285670028412E-10;1.1597949506098222E-6;-9.844469224161596E-9;8.91183686461988E-8;8.910960008253474E-9;1.0654459025513085E-8;2.6319664524835147E-7;3.859366575984081E-9;8.910960008253474E-9;1.0654459025513085E-8;1.5000712309864518E-9;5.079229167884989E-10;1.83984991122665E-10;9.648416439960201E-6;4.599624778066625E-7;8.070346305520143E-5;2.7323419765077686E-6;0.018519;0.24999999999999997
74.0;3.567678147854336E-6;1.9998E-4;8.133525426173253E-9;4.5723395330332455E-8;3.194884309506133E-10;733.4142041722004;3.1961852145663804E-8;1.057116300201638E-7;7.374740094575695E-8;2.4099961126497026E-10;5.153039203570097E-10;1.1520959738648097E-6;-1.0202250689697522E-8;9.092970751799543E-8;9.317256367964169E-9;1.1188049715458753E-8;2.6854612873515783E-7;4.0526492453766955E-9;9.317256367964169E-9;1.1188049715458753E-8;1.6159153850637816E-9;5.471476550631292E-10;1.9819337377335095E-10;1.0131623113441738E-5;4.954834344333773E-7;8.23437695550639E-5;2.856923471175306E-6;0.018519;0.24999999999999997
76.0;3.567896052881625E-6;1.9998E-4;8.703169495459751E-9;4.5858035377923265E-8;3.359504374821927E-10;733.4142019049864;3.174394711837446E-8;1.0571808662099866E-7;7.396456224868425E-8;2.578783928197748E-10;5.418555437389024E-10;1.1445264830586029E-6;-1.0557544671556948E-8;9.271059157944039E-8;9.727877737156469E-9;1.1730810644840229E-8;2.738056686146671E-7;4.249253654459935E-9;9.727877737156469E-9;1.1730810644840229E-8;1.7368049886087758E-9;5.880807785888906E-10;2.1302058507274508E-10;1.0623134136149836E-5;5.325514626818627E-7;8.395649693667861E-5;2.9828311323476434E-6;0.018519;0.24999999999999997
78.0;3.568110476015496E-6;1.9998E-4;9.292920254980585E-9;4.599041751469461E-8;3.527363863891285E-10;733.4141996539197;3.152952398450352E-8;1.0572444005213433E-7;7.417808176085918E-8;2.753529436408213E-10;5.689296548189742E-10;1.1370840290260527E-6;-1.0910070244663044E-8;9.446159685456448E-8;1.014260063099208E-8;1.228250897106433E-8;2.7897696609999947E-7;4.449095460706911E-9;1.014260063099208E-8;1.228250897106433E-8;1.8627783371644394E-9;6.307352542165854E-10;2.2847132200647617E-10;1.1122738651767279E-5;5.711783050161904E-7;8.554216683144653E-5;3.10999643354157E-6;0.018519;0.24999999999999997
80.0;3.5683214824694083E-6;1.9998E-4;9.902658762688334E-9;4.6120584413190017E-8;3.6983957721894824E-10;733.414197418751;3.131851753059135E-8;1.0573069224586808E-7;7.438802830895377E-8;2.934197394271243E-10;5.965154464156743E-10;1.1297662108167136E-6;-1.1259565257375553E-8;9.618328803732385E-8;1.0561210000361146E-8;1.2842916855049528E-8;2.840616889418369E-7;4.652092134012134E-9;1.0561210000361146E-8;1.2842916855049528E-8;1.9938704433104378E-9;6.751229371887843E-10;2.445498789022325E-10;1.1630230335030333E-5;6.113746972555813E-7;8.710129061062448E-5;3.2383534348950886E-6;0.018519;0.24999999999999997
82.0;3.5685291362115787E-6;1.9998E-4;1.0532252219463003E-8;4.624857790782798E-8;3.872533611435162E-10;733.414195199234;3.111086378842094E-8;1.0573684509760023E-7;7.459446936782535E-8;3.1207484528708297E-10;6.246021946125122E-10;1.1225706746836807E-6;-1.1605785450956244E-8;9.787621872407679E-8;1.0983498923888058E-8;1.341181135511937E-8;2.890614721150419E-7;4.85816291825645E-9;1.0983498923888058E-8;1.341181135511937E-8;2.130113153736383E-9;7.212546107807461E-10;2.612601617888981E-10;1.2145407295641126E-5;6.531504044722453E-7;8.863436959584635E-5;3.3678386887281048E-6;0.018519;0.24999999999999997
84.0;3.5687334999669583E-6;1.9998E-4;1.1181554912973917E-8;4.6374439011662763E-8;4.0497114388635147E-10;733.4141929951275;3.090650003304134E-8;1.0574290046589262E-7;7.479747108755038E-8;3.313139437054877E-10;6.531792634795385E-10;1.1154951130999388E-6;-1.1948503615901297E-8;9.954093164099263E-8;1.1409268311262707E-8;1.3988974323197894E-8;2.9397791849030953E-7;5.067228793705869E-9;1.1409268311262707E-8;1.3988974323197894E-8;2.2715352625594922E-9;7.691400246696846E-10;2.7860570229505713E-10;1.266807198426467E-5;6.965142557376428E-7;9.014189526505533E-5;3.4983911485757862E-6;0.018519;0.24999999999999997
86.0;3.568934635233945E-6;1.9998E-4;1.1850409116761973E-8;4.6498207933041844E-8;4.2298638843155177E-10;733.4141908061932;3.070536476605443E-8;1.0574886017296397E-7;7.499709832029111E-8;3.511323611836874E-10;6.822361094425783E-10;1.1085372638065126E-6;-1.2287508783670409E-8;1.011779588665051E-7;1.1838326617475538E-8;1.457419230325448E-8;2.988125994911808E-7;5.27921244022516E-9;1.1838326617475538E-8;1.457419230325448E-8;2.4181626210092074E-9;8.187879320738906E-10;2.9658967110190377E-10;1.3198031100562899E-5;7.414741777547594E-7;9.16243494539484E-5;3.6299520815653353E-6;0.018519;0.24999999999999997
88.0;3.569132602307816E-6;1.9998E-4;1.2538645946429034E-8;4.661992409202762E-8;4.412926175248704E-10;733.4141886321977;3.050739769218347E-8;1.0575472600538407E-7;7.519341464678234E-8;3.715250936088251E-10;7.11762285317225E-10;1.1016949088863034E-6;-1.262260545239944E-8;1.0278782204893141E-7;1.227048956755069E-8;1.5167256431946653E-8;3.0356705573677824E-7;5.49403820128767E-9;1.227048956755069E-8;1.5167256431946653E-8;2.570018243597188E-9;8.702061257018044E-10;3.152148909650786E-10;1.3735095503219173E-5;7.880372274126964E-7;9.308220455304335E-5;3.7624649840117556E-6;0.018519;0.24999999999999997
90.0;3.5693274603055946E-6;1.9998E-4;1.324608617474577E-8;4.673962613649728E-8;4.598834159770464E-10;733.4141864729112;3.031253969440503E-8;1.0576049971481067E-7;7.538648240229883E-8;3.924868304058099E-10;7.417474440238897E-10;1.0949658738593483E-6;-1.2953612845238644E-8;1.0437103261937491E-7;1.2705579891386626E-8;1.5767962341410867E-8;3.0824279767061117E-7;5.711632048763165E-9;1.2705579891386626E-8;1.5767962341410867E-8;2.727122410887032E-9;9.234014725497553E-10;3.34483849319459E-10;1.4279080121907913E-5;8.362096232986475E-7;9.451592370047483E-5;3.895875500112855E-6;0.018519;0.24999999999999997
92.0;3.5695192671904697E-6;1.9998E-4;1.3972541007416668E-8;4.685735195789589E-8;4.787524327790585E-10;733.414184328107;3.012073280952989E-8;1.0576618301871301E-7;7.55763627020636E-8;4.1401197752354567E-10;7.721813419995017E-10;1.088348026797693E-6;-1.328036420001136E-8;1.0592809200002374E-7;1.314342706832843E-8;1.637611006415224E-8;3.128413061757821E-7;5.9319215484660204E-9;1.314342706832843E-8;1.637611006415224E-8;2.8894927689741983E-9;9.783799475857802E-10;3.543987104804529E-10;1.4829803871165051E-5;8.859967762011322E-7;9.592596097062125E-5;4.030131343628233E-6;0.018519;0.24999999999999997
94.0;3.5697080797954678E-6;1.9998E-4;1.471781282117123E-8;4.6973138706645446E-8;4.978933830385627E-10;733.4141821975635;2.993192020453186E-8;1.057717776010732E-7;7.576311546610125E-8;4.3609467930486937E-10;8.030538423207937E-10;1.0818392774592177E-6;-1.360270608893911E-8;1.0745949180795383E-7;1.3583867081109946E-8;1.6991503939985752E-8;3.1736403317691484E-7;6.154835826446473E-9;1.3583867081109946E-8;1.6991503939985752E-8;3.0571444257828444E-9;1.0351466663556498E-9;3.7496132745488323E-10;1.538708956611618E-5;9.37403318637208E-7;9.73127615586606E-5;4.165182222431327E-6;0.018519;0.24999999999999997
96.0;3.569893953846471E-6;1.9998E-4;1.5481695865783326E-8;4.708702280721939E-8;5.173000497463766E-10;733.4141800810613;2.9746046153528813E-8;1.0577728511306832E-7;7.594679944355166E-8;4.587288392876662E-10;8.343549175534723E-10;1.0754375764400097E-6;-1.3920497767228075E-8;1.0896571405454103E-7;1.4026742178817689E-8;1.7613952524982265E-8;3.218124022291142E-7;6.380305536008119E-9;1.4026742178817689E-8;1.7613952524982265E-8;3.2300900442826603E-9;1.0937059165460087E-9;3.9617325337410853E-10;1.5950763840020296E-5;9.904331334352713E-7;9.867676196115036E-5;4.300979765827768E-6;0.018519;0.24999999999999997
98.0;3.5700769439846934E-6;1.9998E-4;1.6263976931556355E-8;4.7199039972892144E-8;5.369662853814968E-10;733.4141779783861;2.9563056015306232E-8;1.0578270717373634E-7;7.612747223645957E-8;4.819081399827227E-10;8.66074652340953E-10;1.0691409143449377E-6;-1.4233610549358655E-8;1.1044723134058586E-7;1.447190064854132E-8;1.8243268502374102E-8;3.2618780909426125E-7;6.6082628254352105E-9;1.447190064854132E-8;1.8243268502374102E-8;3.408339932725311E-9;1.1540611885383561E-9;4.1803575256159413E-10;1.6520657063588025E-5;1.0450893814039852E-6;1.000183901527246E-4;4.437477454537282E-6;0.018519;0.24999999999999997
100.0;3.570257103788665E-6;1.9998E-4;1.706443598374991E-8;4.7309225220171576E-8;5.568860133627686E-10;733.4141758893259;2.93828962113346E-8;1.0578804537062754E-7;7.630519032305275E-8;5.056260616720438E-10;8.982032457457658E-10;1.0629473209760045E-6;-1.454192721196561E-8;1.1190450704724949E-7;1.4919196595388223E-8;1.887926859537593E-8;3.304916223049383E-7;6.838641306413744E-9;1.4919196595388223E-8;1.887926859537593E-8;3.591902131996685E-9;1.21621520498644E-9;4.405498112467358E-10;1.709660326603436E-5;1.1013745281168394E-6;1.013380657589983E-4;4.5746305532402435E-6;0.018519;0.24999999999999997
102.0;3.570434485795748E-6;1.9998E-4;1.788284676536431E-8;4.7417612882922385E-8;5.770532293549786E-10;733.4141738136732;2.9205514204251792E-8;1.0579330126044203E-7;7.648000908052169E-8;5.298759002696E-10;9.307310133561545E-10;1.0568548645380965E-6;-1.4845341422239417E-8;1.1333799552289921E-7;1.5368489730551778E-8;1.9521773481877796E-8;3.347251837162711E-7;7.071376023130688E-9;1.5368489730551778E-8;1.9521773481877796E-8;3.780782500177952E-9;1.2801699494485533E-9;4.6371614793633915E-10;1.767844005782672E-5;1.1592903698408479E-6;1.026362002257674E-4;4.71239604559371E-6;0.018519;0.24999999999999997
104.0;3.570609141523193E-6;1.9998E-4;1.8718977369642134E-8;4.752423662618741E-8;5.974620024368077E-10;733.4141717512239;2.9030858476806683E-8;1.0579847636965365E-7;7.665198280731204E-8;5.546507842847788E-10;9.636483891698725E-10;1.0508616508617162E-6;-1.5143757190821447E-8;1.1474814226595797E-7;1.581964516713448E-8;2.0170607710968168E-8;3.388898090459686E-7;7.3064034220361186E-9;1.581964516713448E-8;2.0170607710968168E-8;3.974984794405225E-9;1.3459266941051475E-9;4.875352234547736E-10;1.8266008555090295E-5;1.2188380586369337E-6;1.0391319698459024E-4;4.850732571625309E-6;0.018519;0.24999999999999997
106.0;3.57078112148875E-6;1.9998E-4;1.9572590783591104E-8;4.7629129459713593E-8;6.181064761377584E-10;733.4141697017767;2.8858878511249567E-8;1.0580357219512074E-7;7.682116474494062E-8;5.799436909271844E-10;9.969459272666464E-10;1.044965822642298E-6;-1.5437088348205748E-8;1.161353841038501E-7;1.6272533223438387E-8;2.0825599621246E-8;3.429867884028336E-7;7.543661322253373E-9;1.6272533223438387E-8;2.0825599621246E-8;4.174510750114677E-9;1.413486026591151E-9;5.120072506634455E-10;1.885915330563343E-5;1.2800181266586138E-6;1.0516945161483408E-4;4.989600367416808E-6;0.018519;0.24999999999999997
108.0;3.570950475230835E-6;1.9998E-4;2.044344540377991E-8;4.7732323751189774E-8;6.389808693508591E-10;733.4141676651341;2.8689524769164727E-8;1.058085902046836E-7;7.698760709934677E-8;6.057474613898762E-10;1.0306143032802796E-9;1.0391655586957376E-6;-1.572525804369906E-8;1.1750014936813374E-7;1.6727029233446093E-8;2.1486581260881606E-8;3.4701738680400917E-7;7.783088886622692E-9;1.6727029233446093E-8;2.1486581260881606E-8;4.379360157756956E-9;1.4828478759714048E-9;5.371322038698837E-10;1.945772221655673E-5;1.3428305096747093E-6;1.0640535200226833E-4;5.128961206992485E-6;0.018519;0.24999999999999997
110.0;3.5711172513282714E-6;1.9998E-4;2.1331295525607885E-8;4.7833851239202705E-8;6.600794771276601E-10;733.4141656411022;2.8522748671728212E-8;1.0581353183774948E-7;7.715136106178911E-8;6.320548153466257E-10;1.0646443156809037E-9;1.0334590732297545E-6;-1.6008198266027552E-8;1.1884285806590716E-7;1.7183013364225812E-8;2.2153388309387328E-8;3.50982844681221E-7;8.024626593364202E-9;1.7183013364225812E-8;2.2153388309387328E-8;4.589530937062015E-9;1.5540115378866602E-9;5.62909827936376E-10;2.0061566483410507E-5;1.40727456984094E-6;1.0762127849428372E-4;5.268778346330629E-6;0.018519;0.24999999999999997
112.0;3.5712814974196092E-6;1.9998E-4;2.2235891807200842E-8;4.7933743045917813E-8;6.813966713617394E-10;733.41416362949;2.8358502580390406E-8;1.05818398505865E-7;7.731247682929841E-8;6.588583646973365E-10;1.0990268868774077E-9;1.0278446151307254E-6;-1.6285849384714903E-8;1.2016392204757485E-7;1.7640370440004096E-8;2.2825860001059768E-8;3.5488437837626655E-7;8.268216208346384E-9;1.7640370440004096E-8;2.2825860001059768E-8;4.805019208932673E-9;1.6269756988966738E-9;5.893396470977706E-10;2.0670540520865958E-5;1.4733491177444265E-6;1.0881760405181502E-4;5.40901646941951E-6;0.018519;0.24999999999999997
114.0;3.5714432602220353E-6;1.9998E-4;2.315698170903855E-8;4.803202968949096E-8;7.029269013666769E-10;733.4141616301097;2.8196739777964323E-8;1.058231915932765E-7;7.747100362469656E-8;6.861506265943818E-10;1.1337530641496544E-9;1.0223204672656284E-6;-1.6558159711390374E-8;1.2146374517105667E-7;1.8098989772659443E-8;2.350383905005633E-8;3.587231806260002E-7;8.513800757946542E-9;1.8098989772659443E-8;2.350383905005633E-8;5.02581936504265E-9;1.7017384600460358E-9;6.164209734977282E-10;2.1284501894866353E-5;1.5410524337443203E-6;1.0999469439804267E-4;5.549641636282168E-6;0.018519;0.24999999999999997
116.0;3.5716025855498826E-6;1.9998E-4;2.4094309910374458E-8;4.81287410962176E-8;7.24664694354185E-10;733.414159642777;2.8037414450117088E-8;1.0582791245747839E-7;7.762698971619196E-8;7.139240357812907E-10;1.1688140204196586E-9;1.0168849457987748E-6;-1.682508508021863E-8;1.2274272346252092E-7;1.8558764998399073E-8;2.418717157706977E-8;3.625004210370508E-7;8.761324502490127E-9;1.8558764998399073E-8;2.418717157706977E-8;5.25192413521228E-9;1.7782973596775234E-9;6.441529154524049E-10;2.1903311256225316E-5;1.610382288631012E-6;1.1115290816394687E-4;5.6906212328971385E-6;0.018519;0.24999999999999997
118.0;3.5717595183327486E-6;1.9998E-4;2.504761870346516E-8;4.822390661242485E-8;7.466046558178348E-10;733.4141576673109;2.7880481667251058E-8;1.0583256242975009E-7;7.778048243656033E-8;7.421709562739233E-10;1.2042010548705008E-9;1.011536399522959E-6;-1.708658844667512E-8;1.2400124527372096E-7;1.9019593920390375E-8;2.4875707037565143E-8;3.662172465505077E-7;9.010732910256004E-9;1.9019593920390375E-8;2.4875707037565143E-8;5.48332465263267E-9;1.856649395516933E-9;6.72534385450243E-10;2.2526832275640008E-5;1.6813359636256075E-6;1.122925970307859E-4;5.831923922945016E-6;0.018519;0.24999999999999997
120.0;3.5719141026332297E-6;1.9998E-4;2.6016648366585524E-8;4.831755501611277E-8;7.6874146982758E-10;733.4141557035327;2.7725897366769915E-8;1.0583714281568153E-7;7.79315282019209E-8;7.708836924130598E-10;1.239905593421365E-9;1.0062732092047254E-6;-1.7342639503920837E-8;1.2523969143601248E-7;1.9481378357126662E-8;2.55692981515446E-8;3.698747818968021E-7;9.261972632035155E-9;1.9481378357126662E-8;2.55692981515446E-8;5.720010517006669E-9;1.9367910460525566E-9;7.015641078962603E-10;2.3154931580087887E-5;1.7539102697406506E-6;1.1341410586956833E-4;5.973519601313344E-6;0.018519;0.24999999999999997
122.0;3.572066381664284E-6;1.9998E-4;2.7001137516765747E-8;4.840971452835032E-8;7.910698992400459E-10;733.4141537512676;2.757361833571576E-8;1.0584165489568748E-7;7.808017253011709E-8;8.000544993161408E-10;1.275919189066715E-9;1.0010937869434252E-6;-1.7593214316059968E-8;1.2645843541112626E-7;1.994402399631558E-8;2.6267800834806202E-8;3.734741300410071E-7;9.51499147623056E-9;1.994402399631558E-8;2.6267800834806202E-8;5.96196985567282E-9;2.0187182912316883E-9;7.312406266089463E-10;2.37874786905764E-5;1.8281015665223655E-6;1.1451777287758763E-4;6.1153793492948575E-6;0.018519;0.24999999999999997
124.0;3.572216397806226E-6;1.9998E-4;2.8000823443148196E-8;4.850041282443154E-8;8.13584785829328E-10;733.4141518103432;2.7423602193773828E-8;1.0584609992551126E-7;7.82264600587102E-8;8.296755927547649E-10;1.3122335220872603E-9;9.959965755437433E-7;-1.7838294967592296E-8;1.276578434387702E-7;2.0407440254085932E-8;2.6971074131663656E-8;3.77016372618772E-7;9.769738384486272E-9;2.0407440254085932E-8;2.6971074131663656E-8;6.209189382776201E-9;2.1024266324958118E-9;7.615623120776106E-10;2.442434596121568E-5;1.9039057801940263E-6;1.1560392971208522E-4;6.257475391416547E-6;0.018519;0.24999999999999997
